id,playerId,draftedByTeamId,teamPickHistory
7051,8447883,8,MTL
7052,8449062,17,DET
7053,"",6,BOS
7054,"",3,NYR
7055,"",16,CHI
7056,8449440,10,TOR
7057,"",8,MTL
7058,"",17,DET
7059,"",6,BOS
7060,"",3,NYR
7061,"",16,CHI
7062,"",10,TOR
7063,"",8,MTL
7064,"",6,BOS
7065,"",3,NYR
7066,8450159,16,CHI
7067,8449476,10,TOR
7068,"",8,MTL
7069,"",6,BOS
7070,"",3,NYR
7071,8447829,10,TOR
7072,"",17,DET
7073,"",6,BOS
7074,"",3,NYR
7075,"",16,CHI
7076,8447629,10,TOR
7077,"",8,MTL
7078,8449373,17,DET
7079,"",6,BOS
7080,8445998,3,NYR
7081,"",16,CHI
7082,"",10,TOR
7083,"",8,MTL
7084,"",17,DET
7085,8446490,6,BOS
7086,"",3,NYR
7087,"",16,CHI
7088,8448130,10,TOR
7089,"",8,MTL
7090,8447362,17,DET
7091,"",6,BOS
7092,8445022,3,NYR
7093,8447259,16,CHI
7094,8446444,10,TOR
7095,"",8,MTL
7096,"",3,NYR
7097,"",16,CHI
7098,"",17,DET
7099,"",6,BOS
7100,8445612,8,MTL
7101,"",3,NYR
7102,"",16,CHI
7103,"",17,DET
7104,"",6,BOS
7105,8450198,3,NYR
7106,8447154,6,BOS
7107,8450206,3,NYR
7108,8445304,16,CHI
7109,8449604,10,TOR
7110,8449784,8,MTL
7111,8444984,17,DET
7112,8451538,6,BOS
7113,8447105,3,NYR
7114,"",16,CHI
7115,"",10,TOR
7116,"",8,MTL
7117,"",17,DET
7118,8444997,6,BOS
7119,8448892,3,NYR
7120,"",16,CHI
7121,8448838,10,TOR
7122,8446482,8,MTL
7123,"",17,DET
7124,8452360,6,BOS
7125,8446141,3,NYR
7126,"",16,CHI
7127,"",10,TOR
7128,"",8,MTL
7129,"",17,DET
7130,"",26,LAK
7131,"",5,PIT
7132,"",46,OAK
7133,"",31,MNS
7134,8445446,4,PHI
7135,"",3,NYR
7136,"",16,CHI
7137,"",8,MTL
7138,"",17,DET
7139,"",6,BOS
7140,"",5,PIT
7141,"",46,OAK
7142,"",31,MNS
7143,"",4,PHI
7144,"",3,NYR
7145,8448434,10,TOR
7146,8447138,17,DET
7147,"",46,OAK
7148,8450468,8,MTL
7149,"",8,MTL
7150,"",8,MTL
7151,8449209,5,PIT
7152,"",31,MNS
7153,8446602,19,STL
7154,"",26,LAK
7155,8447897,4,PHI
7156,8449166,16,CHI
7157,8451296,10,TOR
7158,8444933,17,DET
7159,8448935,6,BOS
7160,"",46,OAK
7161,8449092,5,PIT
7162,"",31,MNS
7163,8445400,19,STL
7164,"",17,DET
7165,"",6,BOS
7166,"",3,NYR
7167,"",46,OAK
7168,"",5,PIT
7169,"",31,MNS
7170,"",8,MTL
7171,"",6,BOS
7172,8447988,8,MTL
7173,8451856,8,MTL
7174,8449215,6,BOS
7175,8449139,6,BOS
7176,8450737,31,MNS
7177,"",4,PHI
7178,8446196,46,OAK
7179,8446530,3,NYR
7180,"",10,TOR
7181,8451076,17,DET
7182,8445591,6,BOS
7183,8447049,3,NYR
7184,8445600,16,CHI
7185,8448040,31,MNS
7186,8447168,5,PIT
7187,8447930,26,LAK
7188,8446098,4,PHI
7189,8451624,46,OAK
7190,"",19,STL
7191,8445164,10,TOR
7192,8447070,17,DET
7193,"",6,BOS
7194,8452466,3,NYR
7195,8448438,16,CHI
7196,8447170,31,MNS
7197,8445163,5,PIT
7198,8445104,26,LAK
7199,8445179,4,PHI
7200,8448047,46,OAK
7201,"",19,STL
7202,8447787,10,TOR
7203,8449004,8,MTL
7204,"",17,DET
7205,"",6,BOS
7206,8449715,3,NYR
7207,"",16,CHI
7208,8448043,31,MNS
7209,8448595,5,PIT
7210,8456962,26,LAK
7211,8449811,4,PHI
7212,"",46,OAK
7213,8449222,19,STL
7214,8446963,10,TOR
7215,8444926,8,MTL
7216,"",17,DET
7217,"",6,BOS
7218,"",3,NYR
7219,8449034,16,CHI
7220,"",31,MNS
7221,"",5,PIT
7222,8447296,26,LAK
7223,8451245,4,PHI
7224,"",46,OAK
7225,"",19,STL
7226,8451614,10,TOR
7227,"",8,MTL
7228,"",17,DET
7229,"",6,BOS
7230,8451529,3,NYR
7231,8445035,16,CHI
7232,"",31,MNS
7233,8449996,5,PIT
7234,8446378,8,MTL
7235,8451100,4,PHI
7236,8449877,46,OAK
7237,"",19,STL
7238,"",10,TOR
7239,8448186,8,MTL
7240,8447114,6,BOS
7241,"",19,STL
7242,8446944,16,CHI
7243,"",31,MNS
7244,8445507,19,STL
7245,"",8,MTL
7246,"",8,MTL
7247,8449305,46,OAK
7248,8448229,19,STL
7249,"",31,MNS
7250,"",8,MTL
7251,"",19,STL
7252,"",4,PHI
7253,"",19,STL
7254,"",8,MTL
7255,"",8,MTL
7256,8450308,7,BUF
7257,8451853,23,VAN
7258,8448729,6,BOS
7259,8448982,6,BOS
7260,"",8,MTL
7261,8448735,8,MTL
7262,8450490,5,PIT
7263,8451386,10,TOR
7264,8450478,6,BOS
7265,8449952,56,CGS
7266,8446634,3,NYR
7267,8447286,17,DET
7268,8451728,6,BOS
7269,8449104,16,CHI
7270,8445857,7,BUF
7271,8446698,23,VAN
7272,8446729,31,MNS
7273,8446100,4,PHI
7274,8447275,56,CGS
7275,8445274,31,MNS
7276,8449185,5,PIT
7277,8451892,10,TOR
7278,"",19,STL
7279,8447767,26,LAK
7280,8449744,3,NYR
7281,8447419,17,DET
7282,8445609,6,BOS
7283,8444969,16,CHI
7284,"",7,BUF
7285,8449913,23,VAN
7286,8455800,8,MTL
7287,8448444,4,PHI
7288,8448460,56,CGS
7289,8450235,31,MNS
7290,8445080,5,PIT
7291,8448050,10,TOR
7292,"",19,STL
7293,8446893,26,LAK
7294,"",3,NYR
7295,8448644,17,DET
7296,"",6,BOS
7297,8446976,16,CHI
7298,8449646,7,BUF
7299,"",23,VAN
7300,"",8,MTL
7301,"",4,PHI
7302,8447648,56,CGS
7303,8445807,31,MNS
7304,8446347,5,PIT
7305,8446654,10,TOR
7306,8445704,19,STL
7307,"",8,MTL
7308,"",3,NYR
7309,"",17,DET
7310,"",6,BOS
7311,8448725,16,CHI
7312,"",7,BUF
7313,"",23,VAN
7314,8451525,26,LAK
7315,"",4,PHI
7316,"",56,CGS
7317,8447376,31,MNS
7318,8445325,5,PIT
7319,"",10,TOR
7320,"",19,STL
7321,8452477,8,MTL
7322,8445501,3,NYR
7323,8447836,17,DET
7324,"",6,BOS
7325,8449550,16,CHI
7326,"",7,BUF
7327,"",23,VAN
7328,"",26,LAK
7329,"",4,PHI
7330,"",56,CGS
7331,"",31,MNS
7332,8446827,5,PIT
7333,"",10,TOR
7334,"",19,STL
7335,"",8,MTL
7336,8449637,3,NYR
7337,8447581,17,DET
7338,8449591,6,BOS
7339,"",7,BUF
7340,"",19,STL
7341,8445328,26,LAK
7342,8448035,4,PHI
7343,8449772,56,CGS
7344,8446576,31,MNS
7345,8457639,5,PIT
7346,"",10,TOR
7347,"",19,STL
7348,"",8,MTL
7349,"",3,NYR
7350,"",17,DET
7351,"",6,BOS
7352,8448439,7,BUF
17734,"",23,VAN
7353,"",26,LAK
7354,"",4,PHI
7355,"",56,CGS
7356,"",31,MNS
7357,8450051,5,PIT
7358,8448891,10,TOR
7359,8450122,19,STL
7360,8456752,8,MTL
7361,"",3,NYR
7362,"",7,BUF
7363,"",19,STL
7364,"",4,PHI
7365,"",5,PIT
7366,8447314,19,STL
7367,"",19,STL
7368,"",19,STL
7369,"",19,STL
7370,"",19,STL
7371,8448624,8,MTL
7372,8446430,17,DET
7373,8447420,23,VAN
7374,8445332,19,STL
7375,8449275,7,BUF
7376,8447116,6,BOS
7377,8445089,8,MTL
7378,8449635,4,PHI
7379,8450467,4,PHI
7380,8452232,3,NYR
7381,8452488,8,MTL
7382,"",16,CHI
7383,8445965,3,NYR
7384,8450075,6,BOS
7385,8445002,56,CGS
7386,8445129,17,DET
7387,8448640,23,VAN
7388,8447793,5,PIT
7389,8450640,7,BUF
7390,8450936,8,MTL
7391,8448033,31,MNS
7392,8448420,10,TOR
7393,8446932,10,TOR
7394,"",8,MTL
7395,"",8,MTL
7396,8447240,16,CHI
7397,8449483,3,NYR
7398,8450830,6,BOS
7399,8448733,56,CGS
7400,"",10,TOR
7401,"",8,MTL
7402,8448032,5,PIT
7403,8447445,7,BUF
7404,8452210,26,LAK
7405,"",31,MNS
7406,"",4,PHI
7407,"",10,TOR
7408,8447066,19,STL
7409,8447464,23,VAN
7410,"",16,CHI
7411,"",3,NYR
7412,"",6,BOS
7413,8449675,56,CGS
7414,"",17,DET
7415,"",8,MTL
7416,"",5,PIT
7417,8448330,7,BUF
7418,8448518,26,LAK
7419,"",31,MNS
7420,"",4,PHI
7421,"",10,TOR
7422,"",19,STL
7423,8448024,8,MTL
7424,"",16,CHI
7425,8445808,3,NYR
7426,8447014,6,BOS
7427,"",56,CGS
7428,8444882,17,DET
7429,"",23,VAN
7430,"",5,PIT
7431,"",7,BUF
7432,"",26,LAK
7433,"",31,MNS
7434,"",4,PHI
7435,8449212,10,TOR
7436,"",19,STL
7437,8445798,8,MTL
7438,"",16,CHI
7439,"",3,NYR
7440,"",6,BOS
7441,"",56,CGS
7442,"",17,DET
7443,"",23,VAN
7444,"",5,PIT
7445,"",7,BUF
7446,"",26,LAK
7447,"",31,MNS
7448,"",4,PHI
7449,"",10,TOR
7450,"",19,STL
7451,"",8,MTL
7452,"",16,CHI
7453,8452486,3,NYR
7454,"",6,BOS
7455,8449040,56,CGS
7456,8447973,17,DET
7457,"",23,VAN
7458,"",5,PIT
7459,"",26,LAK
7460,8446495,26,LAK
7461,"",31,MNS
7462,"",4,PHI
7463,8449057,10,TOR
7464,"",19,STL
7465,8451781,8,MTL
7466,"",3,NYR
7467,"",3,NYR
7468,"",10,TOR
7469,"",56,CGS
7470,"",17,DET
7471,"",23,VAN
7472,"",23,VAN
7473,8451629,26,LAK
7474,"",56,CGS
7475,"",31,MNS
7476,8450048,4,PHI
7477,"",10,TOR
7478,"",19,STL
7479,8449117,3,NYR
7480,"",3,NYR
7481,8450290,3,NYR
7482,"",3,NYR
7483,8445015,31,MNS
7484,"",3,NYR
7485,"",3,NYR
7486,"",3,NYR
7487,"",31,MNS
7488,8447658,2,NYI
7489,8450815,47,AFM
7490,8448808,23,VAN
7491,8451354,8,MTL
7492,8451241,7,BUF
7493,8448700,8,MTL
7494,8445252,4,PHI
7495,8447042,8,MTL
7496,8449570,19,STL
7497,"",3,NYR
7498,8446809,10,TOR
7499,8445820,31,MNS
7500,8451075,16,CHI
7501,8452156,8,MTL
7502,8448991,3,NYR
7503,8445101,6,BOS
7504,8447740,2,NYI
7505,8445079,47,AFM
7506,8447825,23,VAN
7507,8448538,26,LAK
7508,8451098,3,NYR
7509,8445350,56,CGS
7510,8445520,4,PHI
7511,8447531,5,PIT
7512,8445980,7,BUF
7513,"",17,DET
7514,8448067,10,TOR
7515,8452364,56,CGS
7516,8449970,16,CHI
7517,8447525,5,PIT
7518,"",3,NYR
7519,"",6,BOS
7520,8449932,2,NYI
7521,8447452,47,AFM
7522,"",23,VAN
7523,8456667,26,LAK
7524,"",7,BUF
7525,8448978,56,CGS
7526,8452319,4,PHI
7527,8447755,5,PIT
7528,8447482,19,STL
7529,"",17,DET
7530,"",10,TOR
7531,"",31,MNS
7532,8452205,16,CHI
7533,8446584,8,MTL
7534,"",3,NYR
7535,"",6,BOS
7536,8449083,2,NYI
7537,8447631,47,AFM
7538,8446911,23,VAN
7539,"",26,LAK
7540,"",7,BUF
7541,8449144,56,CGS
7542,8448915,4,PHI
7543,8448642,5,PIT
7544,"",19,STL
7545,8446653,17,DET
7546,"",10,TOR
7547,"",31,MNS
7548,"",16,CHI
7549,"",8,MTL
7550,8446912,3,NYR
7551,"",6,BOS
7552,8447414,2,NYI
7553,8449933,8,MTL
7554,8445114,23,VAN
7555,"",26,LAK
7556,8449984,7,BUF
7557,8447038,56,CGS
7558,"",4,PHI
7559,"",5,PIT
7560,"",19,STL
7561,"",17,DET
7562,"",10,TOR
7563,8444865,31,MNS
7564,"",16,CHI
7565,"",47,AFM
7566,"",3,NYR
7567,"",6,BOS
7568,"",2,NYI
7569,"",47,AFM
7570,8450032,23,VAN
7571,"",26,LAK
7572,8449525,7,BUF
7573,"",56,CGS
7574,"",4,PHI
7575,"",5,PIT
7576,"",19,STL
7577,8449709,17,DET
7578,"",10,TOR
7579,8458378,31,MNS
7580,8448082,16,CHI
7581,"",8,MTL
7582,"",3,NYR
7583,"",6,BOS
7584,8445694,2,NYI
7585,"",47,AFM
7586,8446592,23,VAN
7587,"",26,LAK
7588,"",2,NYI
7589,8444923,56,CGS
7590,8445374,4,PHI
7591,"",5,PIT
7592,"",19,STL
7593,"",17,DET
7594,"",10,TOR
7595,"",31,MNS
7596,"",16,CHI
7597,"",8,MTL
7598,"",3,NYR
7599,8446095,6,BOS
7600,"",2,NYI
7601,"",47,AFM
7602,8447711,23,VAN
7603,"",31,MNS
7604,"",2,NYI
7605,8447830,56,CGS
7606,"",4,PHI
7607,8445069,5,PIT
7608,"",19,STL
7609,"",17,DET
7610,"",10,TOR
7611,"",31,MNS
7612,"",16,CHI
7613,"",8,MTL
7614,"",3,NYR
7615,"",6,BOS
7616,"",2,NYI
7617,"",47,AFM
7618,8449194,23,VAN
7619,"",47,AFM
7620,"",2,NYI
7621,"",56,CGS
7622,"",4,PHI
7623,"",5,PIT
7624,"",3,NYR
7625,"",17,DET
7626,8445618,10,TOR
7627,"",31,MNS
7628,8445922,16,CHI
7629,"",8,MTL
7630,"",10,TOR
7631,8447995,2,NYI
7632,8447533,31,MNS
7633,"",2,NYI
7634,"",31,MNS
7635,8455914,31,MNS
7636,"",5,PIT
7637,"",17,DET
7638,"",8,MTL
7639,8457026,8,MTL
7640,8450505,2,NYI
7641,8448911,47,AFM
7642,8452220,23,VAN
7643,8449423,10,TOR
7644,8446323,19,STL
7645,8451144,6,BOS
7646,8451770,5,PIT
7647,8446998,8,MTL
7648,8446291,23,VAN
7649,8449813,10,TOR
7650,8450829,17,DET
7651,8451910,7,BUF
7652,8451025,16,CHI
7653,8449587,3,NYR
7654,8451990,10,TOR
7655,8447846,47,AFM
7656,8447290,8,MTL
7657,8446522,31,MNS
7658,8445601,23,VAN
7659,8447293,4,PHI
7660,8452150,47,AFM
7661,8449173,8,MTL
7662,8445460,5,PIT
7663,8450320,19,STL
7664,8448433,31,MNS
7665,"",4,PHI
7666,8445893,5,PIT
7667,"",7,BUF
7668,8451897,16,CHI
7669,8447790,3,NYR
7670,8448367,6,BOS
7671,8444999,8,MTL
7672,8448811,2,NYI
7673,"",56,CGS
7674,"",23,VAN
7675,8447157,6,BOS
7676,8456663,8,MTL
7677,8452258,26,LAK
7678,8450631,17,DET
7679,8449200,4,PHI
7680,8445373,31,MNS
7681,8455884,4,PHI
7682,"",17,DET
7683,"",7,BUF
7684,8447941,16,CHI
7685,"",3,NYR
7686,8451364,6,BOS
7687,8446569,19,STL
7688,8451741,2,NYI
7689,8448973,56,CGS
7690,"",23,VAN
7691,"",10,TOR
7692,8451851,47,AFM
7693,8447737,26,LAK
7694,8450085,5,PIT
7695,8447508,8,MTL
7696,8455907,31,MNS
7697,"",4,PHI
7698,8448525,17,DET
7699,"",7,BUF
7700,"",16,CHI
7701,"",3,NYR
7702,8447319,6,BOS
7703,"",8,MTL
7704,8448453,2,NYI
7705,8447905,56,CGS
7706,8448059,23,VAN
7707,"",10,TOR
7708,8446849,47,AFM
7709,8444890,26,LAK
7710,"",5,PIT
7711,8456950,19,STL
7712,"",31,MNS
7713,"",4,PHI
7714,8451731,17,DET
7715,"",7,BUF
7716,8446881,16,CHI
7717,"",3,NYR
7718,"",6,BOS
7719,"",8,MTL
7720,"",2,NYI
7721,"",56,CGS
7722,8455957,23,VAN
7723,"",10,TOR
7724,8447990,47,AFM
7725,8448917,26,LAK
7726,"",5,PIT
7727,"",19,STL
7728,"",31,MNS
7729,"",4,PHI
7730,"",17,DET
7731,"",7,BUF
7732,"",16,CHI
7733,"",3,NYR
7734,"",6,BOS
7735,"",8,MTL
7736,8446280,2,NYI
7737,"",56,CGS
7738,8447713,23,VAN
7739,"",10,TOR
7740,"",47,AFM
7741,"",26,LAK
7742,"",5,PIT
7743,8452368,19,STL
7744,8448012,31,MNS
7745,"",4,PHI
7746,"",17,DET
7747,"",7,BUF
7748,"",16,CHI
7749,"",2,NYI
7750,"",6,BOS
7751,"",8,MTL
7752,"",2,NYI
7753,8447407,56,CGS
7754,"",23,VAN
7755,"",10,TOR
7756,"",47,AFM
7757,8450495,17,DET
7758,"",5,PIT
7759,"",19,STL
7760,"",31,MNS
7761,8445270,4,PHI
7762,8448914,17,DET
7763,"",7,BUF
7764,"",16,CHI
7765,"",2,NYI
7766,"",6,BOS
7767,"",8,MTL
7768,8448885,2,NYI
7769,8450215,56,CGS
7770,8446334,23,VAN
7771,"",10,TOR
7772,"",47,AFM
7773,8448649,5,PIT
7774,"",17,DET
7775,"",31,MNS
7776,"",4,PHI
7777,"",17,DET
7778,"",17,DET
7779,"",16,CHI
7780,8444912,16,CHI
7781,8450344,6,BOS
7782,"",8,MTL
7783,"",10,TOR
7784,"",56,CGS
7785,"",23,VAN
7786,"",10,TOR
7787,"",47,AFM
7788,"",47,AFM
7789,"",5,PIT
7790,"",17,DET
7791,"",31,MNS
7792,"",4,PHI
7793,"",17,DET
7794,"",17,DET
7795,"",16,CHI
7796,"",6,BOS
7797,"",8,MTL
7798,"",10,TOR
7799,8449697,56,CGS
7800,"",31,MNS
7801,8446947,47,AFM
7802,"",31,MNS
7803,"",5,PIT
7804,"",16,CHI
7805,"",8,MTL
7806,8457751,8,MTL
7807,8455858,8,MTL
7808,8448363,15,WSH
7809,8450107,48,KCS
7810,8447497,56,CGS
7811,8447193,2,NYI
7812,8446147,8,MTL
7813,8447801,31,MNS
7814,8450845,8,MTL
7815,8448707,5,PIT
7816,8448866,17,DET
7817,8446047,8,MTL
7818,8446871,7,BUF
7819,8451959,8,MTL
7820,8452155,10,TOR
7821,8449103,3,NYR
7822,8447826,8,MTL
7823,8449734,16,CHI
7824,8446068,56,CGS
7825,8456995,6,BOS
7826,8449248,15,WSH
7827,8445258,48,KCS
7828,8444905,56,CGS
7829,8451965,2,NYI
7830,8451251,23,VAN
7831,8447976,31,MNS
7832,8448002,6,BOS
7833,8447757,19,STL
7834,8446170,5,PIT
7835,8446057,47,AFM
7836,8447062,7,BUF
7837,8457142,8,MTL
7838,8452457,10,TOR
7839,8447409,3,NYR
7840,8448905,8,MTL
7841,8446285,16,CHI
7842,8449500,4,PHI
7843,8451775,6,BOS
7844,8450090,15,WSH
7845,8445617,48,KCS
7846,8451365,56,CGS
7847,"",2,NYI
7848,8448070,23,VAN
7849,8448886,31,MNS
7850,8445813,19,STL
7851,"",17,DET
7852,"",17,DET
7853,"",47,AFM
7854,8445889,7,BUF
7855,8451123,26,LAK
7856,"",10,TOR
7857,8446894,3,NYR
7858,8448005,8,MTL
7859,8449769,16,CHI
7860,8451385,4,PHI
7861,8446593,6,BOS
7862,8448009,15,WSH
7863,8448760,48,KCS
7864,8450555,56,CGS
7865,8450805,47,AFM
7866,8451587,23,VAN
7867,8447538,31,MNS
7868,8448745,8,MTL
7869,8446780,5,PIT
7870,8445430,17,DET
7871,8445128,47,AFM
7872,8447783,7,BUF
7873,"",26,LAK
7874,8446477,10,TOR
7875,"",3,NYR
7876,"",8,MTL
7877,8451065,16,CHI
7878,"",4,PHI
7879,"",6,BOS
7880,"",15,WSH
7881,"",48,KCS
7882,8452293,56,CGS
7883,"",2,NYI
7884,8450981,23,VAN
7885,"",31,MNS
7886,8452694,19,STL
7887,"",5,PIT
7888,8451835,17,DET
7889,"",47,AFM
7890,8448701,7,BUF
7891,8446741,26,LAK
7892,8450132,10,TOR
7893,"",3,NYR
7894,8449388,19,STL
7895,8448871,16,CHI
7896,8451580,4,PHI
7897,"",6,BOS
7898,8447196,15,WSH
7899,"",48,KCS
7900,"",56,CGS
7901,"",2,NYI
7902,8451623,23,VAN
7903,"",31,MNS
7904,"",19,STL
7905,"",5,PIT
7906,"",17,DET
7907,"",47,AFM
7908,8456378,7,BUF
7909,"",26,LAK
7910,"",10,TOR
7911,8448326,3,NYR
7912,8451720,8,MTL
7913,"",16,CHI
7914,"",4,PHI
7915,"",6,BOS
7916,"",15,WSH
7917,8445590,48,KCS
7918,8449711,56,CGS
7919,8448643,2,NYI
7920,"",23,VAN
7921,"",31,MNS
7922,"",19,STL
7923,8448636,5,PIT
7924,8445932,17,DET
7925,"",47,AFM
7926,"",7,BUF
7927,"",26,LAK
7928,8446404,10,TOR
7929,"",3,NYR
7930,8449580,8,MTL
7931,8449618,16,CHI
7932,8448759,4,PHI
7933,8447596,6,BOS
7934,"",15,WSH
7935,"",56,CGS
7936,8448165,2,NYI
7937,"",23,VAN
7938,8446710,31,MNS
7939,"",19,STL
7940,"",5,PIT
7941,"",17,DET
7942,"",47,AFM
7943,"",7,BUF
7944,"",26,LAK
7945,8448447,10,TOR
7946,8446904,3,NYR
7947,8447865,8,MTL
7948,"",16,CHI
7949,8451355,4,PHI
7950,8456104,6,BOS
7951,"",15,WSH
7952,"",48,KCS
7953,"",2,NYI
7954,"",23,VAN
7955,"",31,MNS
7956,"",19,STL
7957,"",5,PIT
7958,"",17,DET
7959,8447950,47,AFM
7960,8448283,7,BUF
7961,8448805,26,LAK
7962,"",10,TOR
7963,"",3,NYR
7964,"",8,MTL
7965,"",16,CHI
7966,"",4,PHI
7967,"",6,BOS
7968,8452427,15,WSH
7969,"",48,KCS
7970,"",2,NYI
7971,"",31,MNS
7972,"",19,STL
7973,"",5,PIT
7974,"",47,AFM
7975,8451513,7,BUF
7976,"",26,LAK
7977,"",10,TOR
7978,"",3,NYR
7979,8448906,8,MTL
7980,"",16,CHI
7981,"",4,PHI
7982,"",6,BOS
7983,"",15,WSH
7984,"",48,KCS
7985,"",2,NYI
7986,"",31,MNS
7987,8444993,19,STL
7988,"",5,PIT
7989,"",47,AFM
17731,"",7,BUF
7990,8450163,26,LAK
7991,"",10,TOR
7992,"",3,NYR
7993,"",8,MTL
7994,"",16,CHI
7995,"",4,PHI
7996,"",15,WSH
7997,8458276,48,KCS
7998,"",2,NYI
7999,"",31,MNS
8000,"",19,STL
8001,"",5,PIT
8002,"",7,BUF
8003,"",26,LAK
8004,"",3,NYR
8005,8448901,8,MTL
8006,"",16,CHI
8007,8456459,4,PHI
8008,"",15,WSH
8009,8450410,48,KCS
8010,"",2,NYI
8011,"",31,MNS
8012,"",5,PIT
8013,"",26,LAK
8014,"",3,NYR
8015,"",8,MTL
8016,"",16,CHI
8017,"",4,PHI
8018,"",15,WSH
8019,"",48,KCS
8020,8450314,2,NYI
8021,"",31,MNS
8022,8446330,5,PIT
8023,"",26,LAK
8024,"",3,NYR
8025,"",4,PHI
8026,"",15,WSH
8027,"",2,NYI
8028,"",31,MNS
8029,8457248,5,PIT
8030,"",3,NYR
8031,"",15,WSH
8032,8450162,2,NYI
8033,"",3,NYR
8034,"",15,WSH
8035,"",2,NYI
8036,"",3,NYR
8037,8450156,15,WSH
8038,"",2,NYI
8039,"",3,NYR
8040,"",15,WSH
8041,"",2,NYI
8042,"",3,NYR
8043,"",15,WSH
8044,"",2,NYI
8045,8449317,3,NYR
8046,"",15,WSH
8047,8449629,3,NYR
8048,"",15,WSH
8049,"",3,NYR
8050,"",15,WSH
8051,8452294,3,NYR
8052,"",15,WSH
8053,"",15,WSH
8054,8445685,4,PHI
8055,8446349,48,KCS
8056,8448501,56,CGS
8057,8449316,31,MNS
8058,8448695,17,DET
8059,8445103,10,TOR
8060,8452195,16,CHI
8061,8449731,47,AFM
8062,8457906,8,MTL
8063,8445558,23,VAN
8064,8450554,2,NYI
8065,8446420,3,NYR
8066,8448710,5,PIT
8067,8447481,6,BOS
8068,8449676,8,MTL
8069,8452574,26,LAK
8070,8451143,7,BUF
8071,8446921,15,WSH
8072,8451162,15,WSH
8073,8445309,48,KCS
8074,8449284,56,CGS
8075,8446679,8,MTL
8076,"",17,DET
8077,8448254,10,TOR
8078,"",16,CHI
8079,8445643,47,AFM
8080,8451655,19,STL
8081,8447086,23,VAN
8082,8451109,2,NYI
8083,8451595,3,NYR
8084,8444961,5,PIT
8085,8451475,6,BOS
8086,"",26,LAK
8087,"",8,MTL
8088,8445676,7,BUF
8089,8449285,19,STL
8090,8445877,17,DET
8091,"",48,KCS
8092,"",56,CGS
8093,8447663,31,MNS
8094,8450409,31,MNS
8095,8445613,10,TOR
8096,8449941,16,CHI
8097,8449277,7,BUF
8098,"",17,DET
8099,8448696,23,VAN
8100,"",2,NYI
8101,8447785,3,NYR
8102,8445338,5,PIT
8103,8447491,17,DET
8104,8452506,8,MTL
8105,8448075,8,MTL
8106,8449320,7,BUF
8107,8448335,4,PHI
8108,8447542,15,WSH
8109,8446371,48,KCS
8110,8451531,56,CGS
8111,8448277,31,MNS
8112,"",17,DET
8113,8444899,6,BOS
8114,8447212,16,CHI
8115,"",47,AFM
8116,8445615,19,STL
8117,8448329,23,VAN
8118,8448813,2,NYI
8119,"",3,NYR
8120,"",5,PIT
8121,"",6,BOS
8122,"",26,LAK
8123,8447295,8,MTL
8124,"",7,BUF
8125,8451626,4,PHI
8126,"",15,WSH
8127,8447764,48,KCS
8128,"",56,CGS
8129,8449909,31,MNS
8130,8449600,17,DET
8131,"",10,TOR
8132,8447918,16,CHI
8133,8450474,47,AFM
8134,"",19,STL
8135,"",23,VAN
8136,8457325,2,NYI
8137,8446987,3,NYR
8138,8446077,5,PIT
8139,8448364,6,BOS
8140,"",26,LAK
8141,8458267,8,MTL
8142,8446597,7,BUF
8143,8449704,4,PHI
8144,"",15,WSH
8145,"",48,KCS
8146,"",56,CGS
8147,"",31,MNS
8148,"",17,DET
8149,8445897,10,TOR
8150,"",16,CHI
8151,"",47,AFM
8152,8445719,19,STL
8153,"",23,VAN
8154,"",2,NYI
8155,"",3,NYR
8156,"",5,PIT
8157,8447441,6,BOS
8158,"",26,LAK
8159,8448601,8,MTL
8160,"",7,BUF
8161,8447934,4,PHI
8162,"",15,WSH
8163,8449978,48,KCS
8164,8451353,56,CGS
8165,"",31,MNS
8166,"",17,DET
8167,"",10,TOR
8168,8445773,16,CHI
8169,"",47,AFM
8170,"",19,STL
8171,"",23,VAN
8172,8447551,2,NYI
8173,8448692,3,NYR
8174,"",5,PIT
8175,8455807,6,BOS
8176,8456226,26,LAK
8177,8445779,8,MTL
8178,"",7,BUF
8179,8456033,4,PHI
8180,"",15,WSH
8181,"",48,KCS
8182,"",56,CGS
8183,8449033,31,MNS
8184,8445931,17,DET
8185,8452484,10,TOR
8186,"",16,CHI
8187,"",47,AFM
8188,8448652,19,STL
8189,"",23,VAN
8190,"",2,NYI
8191,"",3,NYR
8192,8448817,5,PIT
8193,8445434,6,BOS
8194,"",26,LAK
8195,8451907,7,BUF
8196,"",15,WSH
8197,"",48,KCS
8198,8452357,56,CGS
8199,"",31,MNS
8200,"",17,DET
8201,8446174,10,TOR
8202,"",47,AFM
8203,"",19,STL
8204,"",23,VAN
8205,"",2,NYI
8206,8451699,3,NYR
8207,8451357,5,PIT
8208,"",6,BOS
8209,"",26,LAK
8210,"",8,MTL
8211,"",7,BUF
8212,"",4,PHI
8213,"",15,WSH
8214,"",56,CGS
8215,8445545,31,MNS
8216,"",17,DET
8217,"",10,TOR
8218,8455978,10,TOR
8219,"",47,AFM
8220,"",2,NYI
8221,"",3,NYR
8222,"",5,PIT
8223,"",6,BOS
8224,"",26,LAK
8225,8449927,8,MTL
8226,"",7,BUF
8227,"",4,PHI
